"ASVID"	"AS1A1"	"AS1A2"	"AS1A3"	"AS1B1"	"AS1B2"	"AS1B3"	"AS1C1"	"AS1C2"	"AS1C3"	"AS2A1"	"AS2A2"	"AS2A3"	"AS2B1"	"AS2B2"	"AS2B3"	"AS2C1"	"AS2C2"	"AS2C3"	"S3C1"	"S3C2"	"S3C3"
"1144"	"70cb25690d294584021b696713eb1594"	2	0	0	0	3	0	3	1	1	2	0	3	4	0	0	0	0	0	0	0	0
"1145"	"3a148c5e1a9f4e862b8e00e9d0ef3c9b"	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	3	3	1	0	4	0
"1146"	"c01644af1947ed7bd26304261576b911"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	5	0	2	2	2
"1147"	"646ff64052f563b3f9c16c0562117873"	0	0	0	2	1	5	6	0	0	0	0	0	0	0	0	0	5	0	0	0	0
"1148"	"eea84c942123dba86c8eaeca19a31190"	4	1	0	1	0	5	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0
"1149"	"2bc934f47769aa2dd0bebe59e9521cf8"	1	0	0	3	0	0	0	0	0	4	3	4	2	0	0	0	0	0	0	2	0
"1150"	"45612ef38b697754648735c4dfcc69b1"	3	0	0	0	0	4	0	1	0	2	5	2	0	0	0	0	0	0	0	0	2
"1151"	"56e0f311cc9ae9fa305ea938a8e31d8a"	1	0	0	0	3	3	1	4	0	0	2	0	0	2	3	0	0	0	0	0	0
"1152"	"9cf98c8cf7e30b4245c33057475a4bb4"	0	2	0	1	0	0	1	5	3	0	0	0	0	0	0	1	4	2	0	0	0
"1153"	"aec78c03d504bc78c9c2906da556c836"	3	0	0	3	0	0	2	0	4	0	0	0	1	0	2	2	2	0	0	0	0
"1154"	"37effc6df5dad5e7d35feee4fde65b7f"	5	0	0	3	2	1	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0
"1155"	"5e2ba9f50b1cbeca32338d3bff47e95d"	0	0	0	0	0	3	0	2	0	0	0	0	0	0	2	1	4	4	2	0	1
"1156"	"095e0d8a8300d9d69439530b65b61e5e"	0	0	0	2	6	1	0	0	0	0	0	2	0	2	2	2	2	0	0	0	0
"1157"	"f91dc127ab9d0d0122a9b99cf0209bda"	0	0	0	0	0	2	3	0	8	0	0	0	0	0	0	0	0	0	0	6	0
"1158"	"ba79f3a66e06f9956219c81997f8635f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	2	2	4	0
"1159"	"682949106cd876257e65a13d84cbce7b"	0	0	0	1	2	5	0	0	6	0	0	1	2	0	0	0	0	0	0	2	0
"1160"	"fa076f8f1a8ebac1d5cc83eaec0273ea"	0	0	0	5	1	0	2	0	0	5	0	4	2	0	0	0	0	0	0	0	0
"1161"	"8ffe320ebbfa5a37b2b8385fb672f26c"	0	0	2	0	0	0	3	0	2	0	0	0	0	0	0	5	3	4	0	0	0
"1162"	"00e47eaf531ded424ad943ab1f2dacd9"	1	2	0	0	3	3	0	0	0	0	3	2	1	3	1	0	0	0	0	0	0
"1163"	"811be83199d71b0a4c9b64f8a513ef3c"	5	0	3	0	0	0	3	0	0	4	1	2	0	0	0	0	1	0	0	0	0
"1164"	"77b3dbad7414cbd55f37b28f4c674245"	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	3	12	0	0	0
"1165"	"a11b8033ad2f4bad918afa493e070b80"	0	0	0	2	0	0	1	4	0	2	3	0	0	0	0	4	1	0	2	0	0
"1166"	"d1e750dbdc687a6456b716a759c76f1c"	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	3	7	3	0	0	0
"1167"	"3ca7d507cbfad41cdb86017ab7b89276"	3	0	0	2	0	0	3	1	0	0	0	0	0	0	3	0	4	0	1	0	2
"1168"	"a7e4477daec7f42e84687f0dec908b02"	1	0	0	2	4	6	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0
"1169"	"e38df534a29a22661596c095c6374ebe"	1	0	0	0	0	0	0	0	2	0	0	2	2	0	0	0	2	0	0	10	0
"1170"	"594b661fa53796109bf68c482302b2ad"	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	7	5	0	3	0	0
"1171"	"3211d90651d5c02ba8ed10a6f3f4a542"	0	0	2	0	0	0	0	4	0	0	3	0	9	0	0	0	0	0	0	1	0
"1172"	"1c72ebe6d76d0bfd4121e1be90b6b1f9"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	5	2	5	2
"1173"	"f04a7ff66186a4fb82075d713bf964b9"	0	0	3	5	0	2	2	2	0	0	2	0	0	0	3	0	0	0	0	0	0
"1174"	"48dcc3bef52912f01170a67666877b6b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	7	3	5	0
"1175"	"3c5c7a9ea2cf88ca0fe08119a75d7f39"	4	0	0	0	3	2	0	0	0	2	0	1	3	0	2	0	2	0	0	0	0
"1176"	"e1b9c72f928bac23058de27a844e19e9"	0	2	0	0	2	0	2	3	5	0	0	0	0	0	0	0	3	2	0	0	0
"1177"	"2323efaf8dc400ecdb51f0fd61baa2e6"	0	0	0	3	0	0	0	2	3	0	0	0	0	0	0	4	2	5	0	0	0
"1178"	"ee488eb56a2d6427d8a628122a2a8c1c"	5	2	4	0	2	0	0	0	0	2	0	0	3	1	0	0	0	0	0	0	0
"1179"	"28120a2c4a5265955e6e2e5a0b568b9d"	0	0	1	2	3	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
"1180"	"7d669a2a8448346eb0fcc737eaa3bad0"	0	0	0	3	0	0	0	0	0	0	0	11	0	0	5	0	0	0	0	0	0
"1181"	"ca9f9f289c3233570f1fb7b15b92b81e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	9	0
"1182"	"72e11853cc1a01923ac29fd5be721f55"	0	0	0	0	0	0	0	7	0	0	0	0	3	0	0	0	0	0	2	6	1
"1183"	"2818bedd780f78cfd162bf8e6bb9ddac"	0	0	0	2	0	2	0	2	2	0	2	0	0	0	0	0	3	6	0	0	0
"1184"	"bd7ee5c12ed99365a0d6d903945f2994"	0	0	0	0	0	2	3	0	0	0	2	0	2	1	0	4	0	0	0	2	3
"1185"	"f4d9c4504ff5330acafcdefef9137221"	0	0	0	0	1	6	0	0	0	0	0	0	2	0	0	0	4	6	0	0	0
"1186"	"bc628a6c5d0d0aef1c9ab0f28f447825"	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	6	0	3	4	0	1
"1187"	"792c925b3988ec337803f2c1c15801d0"	4	0	0	2	0	10	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
"1188"	"8ba3c3ef524000b9440336f429fea1f8"	0	0	0	0	0	2	0	2	0	0	0	0	3	1	0	2	5	4	0	0	0
"1189"	"eff25e2d6847abaab365f3725417167b"	2	0	2	0	0	0	0	0	0	2	0	0	5	8	0	0	0	0	0	0	0
"1190"	"9191c6ed7f574507c74b53b75dec7a74"	3	0	1	0	0	0	0	1	0	0	1	3	0	5	5	0	0	0	0	0	0
"1191"	"7afbc9e53eb32d85c464051024890133"	1	2	4	0	0	4	0	0	0	0	3	2	0	0	1	1	1	0	0	0	0
"1192"	"a1228ec67dad40213d0452ea3dc58d03"	0	2	0	0	0	2	0	0	0	0	0	0	0	0	2	4	0	5	0	4	0
"1193"	"9214c399a18323ca9fe391618016bba9"	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	2	0	6	3	2	0
"1194"	"d11757f5eeadcdaf7dcfeae6f1eaccb0"	0	0	2	8	3	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"1195"	"2cd79a4e254bc38254946ea9ddb256b2"	0	3	0	7	0	1	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0
"1196"	"c3603aa964183e5033081c82cc4c73d2"	5	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1197"	"04125a2f1b758d1d30d553f6344e57ad"	0	3	0	0	0	0	3	5	0	0	2	0	0	0	0	2	0	1	2	0	0
"1198"	"67b73cc806eeda874896edc90c0130b9"	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	4	5	0	0	0
"1199"	"415e549968a4310240d5c4a9c8fa5294"	0	0	0	5	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0
"1200"	"3cc15a0eea9a74833a16759a382c215a"	2	3	4	0	4	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0
"1201"	"03117adb321166906e8ddba8198e19da"	0	2	0	0	2	0	0	0	0	1	0	0	2	0	3	4	0	4	0	0	0
"1202"	"aeecc3b0e0bd50fec8c0a2b8594e55a2"	0	0	0	0	0	3	2	0	0	0	0	3	0	0	0	4	3	3	0	0	0
"1203"	"37ab346ffeb53f7b5be12fd8691e784b"	0	0	1	0	0	3	1	0	0	0	3	1	0	0	0	0	4	5	0	0	0
"1204"	"7cb85289d208b8d96c776ae39897a99d"	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	3	0	9	0
"1205"	"4dad38529d7619dbf16c5584da4bdf75"	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	3	0	0	0	11	0
"1206"	"4862850bde76964777c2674f9b70da1d"	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	12	0	0	0
"1207"	"1d1b26aa7df65e461d87812dc275f92a"	3	2	0	1	2	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0
"1208"	"6035384bff5a19cc45012fa1b0632b50"	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	10	0
"1209"	"1188425d23e39e6a3e40340e242ade52"	0	0	0	0	0	3	2	0	0	0	3	2	0	0	3	5	0	0	0	0	0
"1210"	"ffa003b7efe02d2b25c2467d4243a2ac"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	4	0	6	0	4	0
"1211"	"ef64e1f2771624b51a4a1890dbf3a02f"	0	0	0	0	2	0	4	2	2	0	0	0	0	0	0	1	1	1	0	5	0
"1212"	"2189e3fe1f6f44d043dada59c06f5a6f"	5	6	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0
"1213"	"db0b7369434a25f4c0fe6a1444a9780e"	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	4	0
"1214"	"5b17fa1aa9f00b7ec4b569eb3069ad1b"	0	0	1	0	3	3	2	4	0	3	2	0	0	0	0	0	0	0	0	0	0
"1215"	"749fe945c464658d298e60c0a7210d70"	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	11	0	4	0	0
"1216"	"1f6ad05a85d4487653bbe002fffa6db6"	0	0	2	0	1	0	2	1	1	1	2	1	0	0	0	0	4	0	2	1	0
"1217"	"156fc01677ca276179b60df98d030c26"	4	0	0	0	0	0	2	0	1	4	0	0	3	0	0	0	0	4	0	0	0
"1218"	"e692cf92c8052397880a60b68c59341f"	0	0	0	0	0	0	1	0	3	1	0	2	1	0	2	2	4	2	0	0	0
"1219"	"4b8232f4e3eb8008ba0cdb489589d92e"	0	0	8	0	0	0	0	0	0	0	4	2	3	1	0	0	0	0	0	0	0
"1220"	"28fa8c4e72e82c782c8f6618a01cef6e"	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	10	0	0	0
"1221"	"3f29d92f7bf832bda436e83ed071ec52"	0	0	0	0	0	0	1	1	3	0	2	4	0	0	2	1	0	2	2	0	0
"1222"	"16c47235b5de0d17b8a5d0275f1c5d0a"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	4	6	0	4	0
"1223"	"451a4f569d8a63c360dc05d3fb0a4b45"	2	1	3	0	1	2	0	0	0	0	1	0	0	0	5	0	0	1	0	0	2
"1224"	"903d9d5401af01f9c47e738c26e4fc01"	6	0	0	0	0	0	0	2	0	0	2	8	0	0	0	0	0	0	0	0	0
"1225"	"ccd77ebd8f7dbca00da8f55cb545510d"	0	0	0	3	0	5	0	0	0	2	0	0	5	0	0	0	1	2	0	0	0
"1226"	"22e28b9838a91ce0b375e62defd2174e"	1	0	2	0	0	5	0	0	0	2	0	0	3	0	5	0	0	0	0	0	0
"1227"	"82d50a40434581b390484cccb179cb35"	2	0	2	0	0	3	0	0	0	0	2	3	3	0	1	2	0	0	0	0	0
"1228"	"0a7466e9265641aaf95161b76992957b"	0	0	2	0	5	0	0	0	0	0	2	0	0	0	0	5	0	4	0	0	0
"1229"	"1c318f10032dece080b7ad877c58d449"	2	0	0	0	0	0	2	5	2	0	0	0	0	0	0	0	0	0	1	6	0
"1230"	"6d3b375f9281f05965f25f44a588b99f"	0	0	0	0	3	0	0	7	0	0	0	0	0	0	0	0	4	4	0	0	0
"1231"	"a4a1719c6f8974d7611a83b32ee27cee"	0	2	0	0	0	0	1	0	0	0	2	5	0	0	0	5	0	2	0	1	0
"1232"	"8fd0d6d7a4b838f0f012c157e26dcec2"	0	0	0	0	0	0	2	0	7	2	0	0	2	0	1	3	0	0	0	1	0
"1233"	"4d2938414b462ea125bd514e7e3245ea"	0	3	0	0	0	5	0	1	0	0	6	0	1	2	0	0	0	0	0	0	0
"1234"	"2aee5710ca2df2c145569778f03570d1"	6	0	5	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
"1235"	"6c40b471b7f504e2fa85dfaf8e30bb83"	2	0	0	0	0	0	3	0	0	0	2	1	0	0	0	0	0	5	2	3	0
"1236"	"f4cb8c1891dde9709e938303879bf99d"	0	0	3	0	2	0	0	0	3	0	0	2	2	2	0	0	2	2	0	0	0
"1237"	"9f01e6796e70e9985bf3391553a70241"	6	0	0	0	4	4	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0
"1238"	"4149cb8e560c7965d3967883d34122c4"	0	0	0	0	0	0	0	0	0	0	0	6	0	5	0	5	2	0	0	0	0
"1239"	"2dcbb5d86b66cb4242509f78d127972f"	0	0	0	0	2	3	0	0	3	3	3	0	4	0	0	0	0	0	0	0	0
"1240"	"36bd1d82494d34ed3c26b8e0208c6048"	2	0	0	0	0	0	0	3	2	0	0	0	3	0	0	2	4	2	0	0	0
"1241"	"c7c517ede477fac158f1e59ad1e71127"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	10	0	0	0
"1242"	"906b358f0a8b9ca2f1c74ca7fbd859af"	0	3	0	0	2	0	1	0	0	3	0	5	0	0	4	0	0	0	0	0	0
"1243"	"890f671d400dfe6b8935e1f22930bdad"	2	0	4	6	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
"1244"	"ee0c1e81a26aaaa778c0e2472786a834"	4	0	0	2	0	5	2	0	0	0	0	3	0	0	0	0	0	0	2	0	0
"1245"	"a2ea7c722e47a426d5c67890ca0a0e1e"	0	0	4	0	0	0	0	0	0	0	5	3	0	0	3	3	0	0	0	0	0
"1246"	"f1b8c86c5410dcf73b4280fb0f35cb47"	0	0	0	2	0	10	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0
"1247"	"1c874780ae23a650c58338fd0e10612a"	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	7	0	6	0	0	0
"1248"	"488dccaf34cf6161a90e3b3fcf03c085"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	4	0	0
"1249"	"53122149d1f52c3a3b5e17de3d5700aa"	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	3	0	12	0	0	0
"1250"	"85b0a9a3075307956e39b5d6e6a99805"	0	0	0	0	0	0	0	0	0	1	7	0	7	3	0	0	0	0	0	0	0
"1251"	"6b2b048f02645528cc27fab1212e51d9"	2	0	2	0	4	3	0	0	0	4	1	0	0	0	2	0	0	0	0	0	0
"1252"	"e682e49488902c21a299ec57844caf2f"	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	3	0	8	2	1	0
"1253"	"6b6980e6b014ebd18c8dee097bc021c7"	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	3	6	0	0	0
"1254"	"b472acb64fc72a99e297c38bee506ed9"	3	0	0	0	0	4	0	0	0	0	2	4	0	0	3	0	0	2	0	0	0
"1255"	"bff9e23b1ba82186491526ab0ae95bb8"	0	0	2	0	0	10	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0
"1256"	"de62215e532841d18f0f96e8b5dbb2e0"	0	0	0	0	0	0	4	5	3	0	0	0	0	0	0	3	0	0	3	0	0
"1257"	"77674922efb9a5a61674726ddda8ca11"	0	0	3	0	4	0	0	0	0	2	0	0	2	1	6	0	0	0	0	0	0
"1258"	"4c13f931bbb54be255ed042e98b941b7"	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	3	0	0	0	7	2
"1259"	"3f742532b6644e57a62f2f7d0ff08a37"	0	0	0	1	0	3	8	0	0	0	0	0	0	0	0	0	6	0	0	0	0
"1260"	"dc89ee104ed652ae560bded8fb3a59a0"	0	0	0	0	0	0	2	2	0	0	0	4	0	0	0	2	8	0	0	0	0
"1261"	"844fa856f876eb58fae33d2da283286d"	2	0	0	0	3	0	0	0	5	2	0	0	0	0	0	0	0	0	2	4	0
"1262"	"0f8cc2e1f3c57e50f7495041e0a98cbf"	0	3	0	0	0	8	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
"1263"	"ee5447321007788f85419dba6a8f6da9"	0	0	0	0	0	2	2	0	5	0	0	1	0	0	0	3	3	0	0	2	0
"1264"	"12d50644d230236aad268a0e9627adf3"	0	0	12	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0
"1265"	"417ef3e66ec0e6f3fb7d48756c3290ef"	2	2	0	0	0	0	0	0	0	0	3	0	8	0	3	0	0	0	0	0	0
"1266"	"aee91e12d0a972573cd9242e044d0488"	0	0	3	0	0	7	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0
"1267"	"71bfaecd447fb76813e04dc3db47dc0c"	0	0	5	1	0	2	2	0	0	1	4	0	0	0	0	0	3	0	0	0	0
"1268"	"1b04169823650881cd26066e83b03e0f"	1	2	4	0	0	0	0	2	0	0	2	0	2	0	0	2	0	3	0	0	0
"1269"	"a585a14893b99bacf377ae244b267910"	1	0	0	4	0	0	0	0	0	0	0	0	0	0	1	5	2	5	0	0	0
"1270"	"115f6da9e233a9712c6d90d83dd54043"	0	2	0	0	0	4	0	1	0	0	6	3	0	2	0	0	0	0	0	0	0
"1271"	"8a7c8523cba1911ec4736dfff5ba66b5"	2	0	0	0	0	5	0	0	0	0	1	0	0	0	0	5	3	2	0	0	0
"1272"	"3d5e645e1351bd3d7cb24d6373eb8e37"	3	0	0	0	0	2	0	0	0	0	8	0	1	4	0	0	0	0	0	0	0
"1273"	"243e46095fdd4ddb6ac64e3a8bb7c84b"	0	0	2	8	0	2	0	0	0	1	0	2	0	0	0	0	3	0	0	0	0
"1274"	"c30236748852eff7e07de8b9c9309d48"	0	4	4	4	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0
"1275"	"e7e99f3ec6930617561d1e2dfa786627"	0	0	3	0	0	0	0	2	0	0	3	2	5	3	0	0	0	0	0	0	0
"1276"	"ce12fe55c0c660fb7383a9fe8b4d519b"	0	0	0	0	0	0	3	2	0	2	3	2	2	2	0	0	0	2	0	0	0
"1277"	"447bbb249ddaff89762460e865497800"	2	1	3	0	4	3	0	0	0	2	1	0	1	0	1	0	0	0	0	0	0
"1278"	"8f12898b56d55ed5b2544775a1f0151d"	0	0	2	3	0	2	0	0	2	0	0	0	0	2	4	3	0	0	0	0	0
"1279"	"8c639fb6448e953235c4ad1c8f9e7c39"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	0	2	0	0
"1280"	"e3db6d716c8aac61a7526f3cd8c7db60"	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	0	4	0	5	0
"1281"	"76f688b67650e6529211c23a749468dc"	1	0	0	0	2	6	2	0	1	2	0	1	0	0	0	0	0	3	0	0	0
"1282"	"795d6f893f4ea256baa733285998bf86"	3	0	3	3	2	2	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0
"1283"	"34017402ac602b9348861d8b82c2fee0"	0	2	0	0	1	3	0	1	1	1	3	0	3	0	0	2	1	0	0	0	0
"1284"	"0f1ca59f7da9712368ecd441eb9ea866"	0	0	0	0	2	0	0	0	13	0	0	0	0	0	0	0	0	0	3	0	0
"1285"	"cfaab1602dba1480db89c45d58b6b850"	0	0	0	0	0	0	0	1	4	0	0	0	0	4	0	3	6	0	0	0	0
"1286"	"b395f52cd053f80f5c7bd4730b5ba612"	0	0	0	4	0	0	0	2	0	0	0	0	3	3	2	4	0	0	0	0	0
"1287"	"fc83e610e6b1b28453d33feef4163b74"	0	0	0	8	0	0	0	4	4	0	0	0	0	0	0	0	0	1	0	0	0
"1288"	"d0392aa184d614168fa15aee2e7a6c92"	0	0	0	1	0	0	4	2	0	0	0	0	0	0	0	0	0	7	0	3	0
"1289"	"5bc04684e2ecde607599766638106d0a"	0	0	9	0	0	4	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
"1290"	"fc37d40dabc1a6259a32b3a39f86b745"	0	0	0	2	0	9	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0
"1291"	"1c64835e51dc0cbdeb370d3081f0f3e9"	0	0	0	2	4	1	0	0	2	3	3	2	0	0	0	0	0	0	0	0	0
"1292"	"7f721571eb68de313d47fd76b6b253c7"	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	5	6	2
"1293"	"2b05a0d18a01efd26f68de4524880812"	0	0	4	0	0	4	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0
"1294"	"8598f54fc08e8719b818a8e9561d1860"	3	0	0	0	0	0	0	2	2	2	0	0	2	0	4	0	0	2	0	0	0
"1295"	"3bfc41e9835b3f8d2ccf24d2be03080f"	0	0	0	0	0	0	1	7	6	0	0	3	0	0	0	0	0	0	0	0	0
"1296"	"3ed61f6991d0cd69f771e56c2c2ed99f"	2	2	0	3	2	0	0	0	1	0	2	0	0	0	0	0	5	0	0	0	0
"1297"	"50e88f153beb10722fc4bc51c5d160f9"	0	0	5	2	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	2	0
"1298"	"7322a4ba99d3e0fc31749083bcedec34"	0	0	0	0	0	0	11	4	0	0	0	0	0	0	0	0	2	0	0	0	0
"1299"	"2c26d49ac99255f3be68af106bf2c4a6"	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	10	0	0	0
"1300"	"7ef52a5afdc58faedad7b0b7149d9bb9"	10	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0
"1301"	"1ed016b5c75faef754c81bb440c246c9"	1	0	4	0	1	3	0	1	2	0	0	0	0	0	2	0	0	3	0	0	0
"1302"	"bce255c76e722d1547ff1d8a19376096"	0	0	0	3	1	0	5	3	2	0	0	0	0	0	0	2	0	1	0	0	0
"1303"	"52fc08c865b4fb6960dfefe08d4b257b"	0	2	0	0	1	5	0	0	0	3	0	0	5	0	0	1	0	0	0	0	0
"1304"	"a617dad2d665033542232ed465f8cef4"	0	1	3	0	4	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
"1305"	"312e8fbbeb582eb4c3695c99a3b143f5"	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	7	0
"1306"	"da6e0cca18dafbe2601b29a653d3e301"	0	0	0	0	0	6	0	0	0	4	0	0	5	2	0	0	0	0	0	0	0
"1307"	"81edcaa0009f73f491af0bf9875483de"	5	0	0	3	0	2	0	0	0	3	0	0	2	2	0	0	0	0	0	0	0
"1308"	"f31d1fcffae9eae2db4d568db6b529b3"	0	0	1	2	0	0	2	0	0	0	2	3	0	0	2	3	0	0	0	2	0
"1309"	"e2ae1232fc42b1db48e5b7f24321679b"	0	1	2	0	0	0	2	0	0	5	0	0	0	3	0	1	3	0	0	0	0
"1310"	"6b9a8a3e0ba37b3c06a0c7d20c2f2cd2"	0	0	2	3	0	0	0	0	0	0	0	2	4	2	4	0	0	0	0	0	0
"1311"	"ce26197e98da6fce60a0f91c2c796f00"	0	0	0	0	2	0	2	0	3	0	4	2	0	0	0	0	0	4	0	0	0
"1312"	"0f6cc67ca281a22256cfce38df4527ff"	2	2	0	2	3	0	0	0	0	0	2	0	0	0	4	0	0	0	0	2	0
"1313"	"3cc1ebbb5dabd85a896060cf91548fb6"	4	0	1	0	0	0	0	5	4	1	1	0	0	0	0	1	0	0	0	0	0
"1314"	"b5aa4ac04f21e7d7f8b1fc4f08f0f167"	0	0	0	2	3	0	3	0	0	0	0	0	0	0	0	0	0	6	0	3	0
"1315"	"d78a4df4043377a1d4d6a6e924caa306"	4	0	0	0	0	2	4	0	3	0	4	0	0	0	0	0	0	0	0	0	0
"1316"	"11aaaa6ca1bfd23b2f4a5e51bf4c125e"	0	0	2	3	1	1	0	0	0	2	0	6	2	0	0	0	0	0	0	0	0
"1317"	"6ae7d6bcdd42eba879881dd53379906e"	0	2	1	0	0	6	0	0	1	0	1	0	2	0	2	1	1	0	0	0	0
"1318"	"2a1cae4b3c6691d66f3828a1f94462cd"	0	3	0	0	0	0	0	0	4	0	0	0	5	0	5	0	0	0	0	0	0
"1319"	"dad954b63f993beb9ad3083604761acd"	0	3	2	2	0	0	0	0	0	0	2	0	5	3	0	0	0	0	0	0	0
"1320"	"cc9e6c2de0639e66ab29eec07d5ee36f"	3	2	0	0	0	0	3	3	2	0	0	0	2	0	2	0	0	0	0	0	0
"1321"	"9f4c5be14fb0287efa5ec01176c128d8"	0	0	0	0	0	0	3	3	4	0	0	0	0	0	0	0	7	0	0	0	0
"1322"	"7407cb15d1caaa432c4533ac39f8071e"	0	0	2	0	1	1	0	0	0	2	4	0	3	3	0	1	0	0	0	0	0
"1323"	"0a8fb3b0b8757a66c2cca0928ed3659b"	0	0	11	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0
"1324"	"a5ebdf34ee2c93f60a95bf843b0885d3"	0	0	0	0	2	2	0	0	5	2	2	2	0	0	0	0	0	0	2	0	0
"1325"	"1d05355819bd7ed428b24febd08950ad"	2	3	0	3	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	0
"1326"	"caba6d99b59f98c8f57d381664a05787"	0	0	0	0	0	0	3	0	4	0	0	0	0	0	2	0	3	5	0	0	0
"1327"	"e2879c5615efc7839758601440af03a6"	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	5	6	0	0	0
"1328"	"15be8c49272b8d52876077819c050cd6"	0	2	8	0	0	0	0	1	0	0	0	0	1	0	0	0	3	0	0	2	0
"1329"	"fbcf42a23cfd14940e9dbe078108077d"	0	2	0	0	0	4	0	2	0	4	1	0	0	0	0	4	0	0	0	0	0
"1330"	"db3ac1c95817d32323f8bbf33805ad24"	0	0	0	3	1	0	0	3	0	0	0	2	0	0	0	5	3	0	0	0	0
"1331"	"3fe8fb0aaaad1824dbf7726e00aaa052"	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	8	0	0	0	6	0
"1332"	"427a0aedd2da69e838fce755e6a1ece6"	1	0	2	0	0	0	0	0	0	2	0	0	8	2	2	0	0	0	0	0	0
"1333"	"cc4f7665e7cc3283926d053b73244b35"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	8	2
"1334"	"ffedc3095209168491807922f9395db9"	0	0	6	1	0	2	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0
"1335"	"ca08a99e1b04ab25dc690b5c9ab2971e"	0	0	0	0	1	0	4	0	1	0	0	0	0	0	0	0	4	1	0	3	3
"1336"	"867d65aa588207ff1879abc8b9f034d7"	0	0	4	0	0	0	0	0	6	0	2	3	2	0	0	0	0	0	0	0	0
"1337"	"896bc189f3b2f9f3a2ae4d2965cfe5a5"	2	0	5	0	0	0	0	0	0	5	4	0	1	0	0	0	0	0	0	0	0
