"ASVID"	"AS1A1"	"AS1A2"	"AS1A3"	"AS1B1"	"AS1B2"	"AS1B3"	"AS1C1"	"AS1C2"	"AS1C3"	"AS2A1"	"AS2A2"	"AS2A3"	"AS2B1"	"AS2B2"	"AS2B3"	"AS2C1"	"AS2C2"	"AS2C3"	"S3C1"	"S3C2"	"S3C3"
"3461"	"3bb2cfa563423bd010a093fcfa3e4286"	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	2	0	0	0	0
"3462"	"d3382f6259f81e8095efc30091a0342c"	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	2
"3463"	"5033d78dbf5076652bb1f0a10c53ac6f"	0	0	1	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0
"3464"	"c9c6740de8873b70305efc6e19e5a24f"	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0
"3465"	"690c013ab245acee57b0493cfa1e4368"	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0
"3466"	"80f54582f8f543758a370193f9eed619"	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	2	0	0	0	0
"3467"	"2a72b9c6422d0bea5c92e77d511f2172"	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
"3468"	"156aaa01b8a93a09e00e3f097c0e3d36"	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
"3469"	"638f53b170d2813555c90213cd6b4382"	0	0	0	1	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0
"3470"	"43825de8965bb231d7074f7a8ecb5192"	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0
"3471"	"9780fd3710f4f09f75d55a2cfeb8b25e"	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
"3472"	"a2ef15a8fc5547bd499170baf37c7fd3"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0
"3473"	"0958362558046b64c1347c8856e3d998"	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
"3474"	"e75cd369384b7fb8e3f9ce77ce87c104"	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
"3475"	"5c600d6069cd2bfb7a5e111a71dbb2e3"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0
"3476"	"243b544f9701e187fc76186afd519019"	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"3477"	"dd33148172b2680d76ab08150444e54c"	0	0	0	2	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
"3478"	"b388e816b7c13d3d59814f3dcafd36b2"	0	0	0	0	0	2	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0
"3479"	"0a273c241dd79e5def368d69117f4000"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0	0
"3480"	"c924528667add3f39aa60cda64e8006a"	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3481"	"fff3c9d378c276b67ad1ee71b7a0ddc0"	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"3482"	"a0ab914b6065b93c5081d09b756553fa"	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
"3483"	"15d08525b76007d7c1325d1300a4f3d4"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0
"3484"	"bd43f7ead23c2c391d7f75bdb30b178c"	1	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"3485"	"54de8b5749c39f697e8538bf1b93819c"	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0
"3486"	"7a94b2ae42346c081880c65444112ed3"	0	2	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
"3487"	"fd652f96c7109770f3f773ca5f163f5c"	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3488"	"b43787452706b97aefe6c38e27fe55bf"	0	3	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"3489"	"9b9494652ab4d92b1f900529caa6f16d"	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0
"3490"	"583ee6aca8c9545c5105b140b740e95f"	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0
"3491"	"ffd325d7b8d26b8f71d90db440262f3e"	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
"3492"	"4e1854b038759cb1976460f9ba92e0e0"	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3493"	"e373b2c2b26abe7fda4b2f0238055245"	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0
"3494"	"7f491ab876d04defc223939ca574c0fe"	0	0	2	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"3495"	"8df1684257e1285662cb9f10dea5de65"	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0
"3496"	"1b834112e90c57891406f6e1e984a33f"	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
"3497"	"212a1646091940257266b4c5e5e41d84"	0	0	0	0	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"3498"	"f6010c29b2ed6a8cbc983fbb9124b1f5"	0	0	0	0	2	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
"3499"	"f793e8a9fe7ea225c79ae3b49ced4721"	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0
"3500"	"4c91203efd9cbbc21e028d5e18ad4350"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	1	0
"3501"	"2f432446a1f1d937e275a9a7b5380b2e"	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
"3502"	"53322f7036ddb57d27b56bc1bac3299c"	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
"3503"	"e0417f92211e2cf83d5544aa2dbf0f09"	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0
"3504"	"c0e94bcdf1872ad12852a99767dbb670"	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
"3505"	"536cb70c5eb71658f37e44841f2a98bf"	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
"3506"	"ed84fd34a656b1e9cae491462c0b3900"	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0
"3507"	"408a8d364984f9713ac083d44e70ab21"	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0
"3508"	"0ec678cb484bf4aa4b90901cc594d740"	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
"3509"	"a575da63a2797e4ae8e6f5311322d57d"	0	0	3	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
"3510"	"c1a52fb25a41b4e2a2cbc5605a8cc9a4"	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
"3511"	"fa325026941c712e83e4ff267b3a3c66"	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"3512"	"8c5beac63bbc1ad66b0c71a97546af4f"	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0
"3513"	"f58c5045abff5d5cb819c49b630dbb24"	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
"3514"	"7638dcb233f51d2fec6d2afd36d87120"	2	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
"3515"	"f5f2c4f9c0d21889adac94fd2129428c"	0	0	0	0	0	0	0	0	4	1	0	0	0	1	0	0	0	0	0	0	0
"3516"	"516d23acee170d7cdfc821d9a3b7204f"	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"3517"	"1374b3811a5b246df77ff2a4810cd99a"	3	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"3518"	"83b4bc3abe0528a0efa5e3d8ff0abf05"	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0
"3519"	"2b3a99700875fec97697e90f292d5d68"	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
"3520"	"1bb502e2ca8dee29f90a90c0840dcf26"	0	2	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
"3521"	"8efb8b5d4a38c82d8209870541c376a9"	0	0	0	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"3522"	"43598ffa3f96ebdbfa34f1003c80f0cd"	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0
"3523"	"05542ac8752390a5f2eba0c35d5c1eb9"	0	0	0	0	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
"3524"	"eabfa61a99e416bdac0ecbbf4098b3ef"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0
"3525"	"a7bcf8c98b9865c23bd586d56f9bfa2f"	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
"3526"	"9a9a06098802e7693a632fc1c1396e2b"	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0
"3527"	"2e0b26feddd4cc7b69f6d2b99fb74d53"	0	0	0	0	0	0	0	0	0	2	0	2	0	1	1	0	0	0	0	0	0
"3528"	"8f9a280109da644328fbf3186d453b93"	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0
"3529"	"55334b5a010a230046b53e0385beafce"	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0
"3530"	"354179b1be95f8aef82e85191373d87b"	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
"3531"	"fb32400873434d79c8985c2d11ce70c3"	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
"3532"	"7aa880122450a7341dd6a732bd92e22a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0
"3533"	"5b3d776e85081a4e86dfeb489e283626"	2	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
"3534"	"31fc5e598f0813902deac48578f707f9"	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
"3535"	"958201b15c5ddd3a17672de404ef9078"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0
"3536"	"419a79f204306b37923ac0c73579420e"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	2	0
"3537"	"47901a3fa356bc61688078294ffc341b"	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0
"3538"	"779e0a05103abda16e96d79ad6de4757"	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"3539"	"a9e8d3760b9760b7b665a297c36d66fa"	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3540"	"6a723c44c664375a265eee4d05fc44c6"	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
"3541"	"84657b4b106a48ce41089d88d24a2049"	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3542"	"bb6836adf0440118d28b6cfb7537acf7"	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0
"3543"	"a9883bdbfa378267c532df24bfc06b4e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0	0
"3544"	"f698f1157587c0b6a93205a2a1e8fa97"	0	0	0	0	2	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"3545"	"c28ab257c661e151cea1f15ed7d4b6d5"	1	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3546"	"3f24456e4b871e931dfddece9f2f7caf"	2	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0
"3547"	"487eef208139200a9621c80d30ce9551"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0
"3548"	"db731c71afa240a27159f9b7bdcc25df"	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"3549"	"a218b59722a0379a18a834457090f336"	0	1	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0
"3550"	"4f0a3a8e07cecbb0804b7ec6c53b375c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
"3551"	"cdc16223cbd414add4d52a9dd570cca0"	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"3552"	"93a6d5dff1c5d9949fc9c542429308e7"	0	1	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0
"3553"	"38f73e41f1f7044bffb93b49297fe879"	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
"3554"	"41a225b85e32aafe52e6b5229d7b5581"	0	1	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
"3555"	"8937676781ab9a1a1774e4449e89a0da"	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0
"3556"	"6c3b1baf492a59b1e362f4c69195c520"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0
"3557"	"c52b8b5ff0aff6647cc8144016fca48d"	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
"3558"	"194b8bd4e950d3442cdce5dd670c9f10"	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0
"3559"	"ac27606f4d4ed389d41bdaaf41416933"	2	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"3560"	"df69ef3fb59fae2f348401b506d2b88e"	0	0	0	1	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0
"3561"	"82e22bf3312eaa7f137e464f8ee4349f"	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0
"3562"	"4c7b7c912bde2d27c32923d65bc80d6e"	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"3563"	"e5e735a5d44159a6099e6236679bf966"	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0	0
"3564"	"75b107583aac5142467ff065a7c07070"	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	1	1	0	0	0	0
"3565"	"4924989a9d9009c3c39971d2150148b5"	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0
"3566"	"e412da688da5660287053179609ab738"	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
"3567"	"b270e6eba21992724d46bcbdcf4d09af"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
"3568"	"f14b637fc5a9929cff57be350ddbd1d4"	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"3569"	"bfcc57fbab0af48f55ee852f0fa91831"	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
"3570"	"48caa8ebc4aef8d186bdf8eabe4e302f"	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3571"	"5fac67b98118473f0c7a2c90e397904e"	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0
"3572"	"8d4059a577c45086cc1746f3f6d2e9c9"	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"3573"	"4a94751e402fdcb662e8dad6c715cb2b"	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0
"3574"	"6e2b62a3a58a4664cffeb5fa414f09f1"	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0
"3575"	"8d6cd296ffda49d56493911f6b98be6c"	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"3576"	"fdb2bac540db75693310841eeb5dbc7f"	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0
"3577"	"fe8ff6f48e3f80027e3676c72fcd1ba8"	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0
"3578"	"bce9983b8da2c45af7542999821bd06b"	1	0	0	0	0	1	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0
"3579"	"c6d3fd8b4acdc952910403d173bb37f9"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0
"3580"	"936e2cc1ca417ac1bcd81423300a4a5b"	2	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"3581"	"3888f0c0931f89eff784e4c71e81883a"	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	1	0	0	0
"3582"	"55290ec1914b6eb1bb40b405ecd78f17"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0
"3583"	"4eefa8cd4eace2d5e02ff2710d217546"	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"3584"	"8cc55564181913423fe0e32d074113ae"	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0
"3585"	"4c95b85890d7146da51df4f7746c9d30"	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0
"3586"	"8f3669e8e92d4545b36ff03ccac62fb5"	0	2	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0
"3587"	"35dddf6aba777e3e3e286f64b1bfba84"	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3588"	"26af8873d4639f18bbf30b54907be439"	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0
"3589"	"1f5f875a62cfff8f824e4d353bdf619a"	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0
"3590"	"8107c1c7a23f3f34a5c0568f27acdc1a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0
"3591"	"7e57107979e7df60699b4b1b42ff13be"	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"3592"	"e1ef6198d6bd107d3de769bc9c34ff54"	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0
"3593"	"b387a546cf41fa5d05cec4fe43f0bf53"	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0
"3594"	"54bca845cec0759ded4469d685f119d7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0
"3595"	"534b24c8ea11e23a325f05840624ca8d"	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
"3596"	"c9a7e664b5affca472284ded0ca8f07a"	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0
"3597"	"7c36a47dc3cfd7ae5fe08207734feb52"	0	2	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"3598"	"d9a2d8a94c052f2048212de074c54bf8"	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
"3599"	"dab1196368ca0af4edece89aaf0fc921"	0	0	1	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	0	0
"3600"	"5646cbc579b2252e106728bc2696c9c5"	0	0	0	0	0	0	0	0	0	2	3	0	1	0	0	0	0	0	0	0	0
"3601"	"da30cc386655354aee6cb35db92662c3"	0	0	0	0	0	0	0	2	0	0	0	0	2	0	2	0	0	0	0	0	0
"3602"	"d162da68e5b20f9e2d8d8e732967af3d"	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
"3603"	"6fa7ec579e032eba4e73ca942f36aed2"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	2	0
"3604"	"483f6255b411985ec3ad482779ace247"	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0
"3605"	"b8c32111223c592bb9d3d3c52bb3b606"	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3606"	"67111ccb71276c708abc99df3ae4b9b1"	0	0	0	3	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"3607"	"b6fac798081fd515a28a35964e06d130"	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
"3608"	"efbfb10b7679235b91bd67c6c5b69c1e"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0
"3609"	"12c06d42f0b112f41a207fb4245397b9"	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
"3610"	"e569c49cbd8f11d9f94a4cabe9a0bba2"	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
"3611"	"a4dcd754c2f0c76bd62f5fe2d928dd30"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
"3612"	"a16a027e502bfd37927efd537a805352"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0
"3613"	"1800d1f566fbb0cc784016665dcf75e4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0
"3614"	"9d0e202d3c8cfd0c89345463ef99f81f"	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
"3615"	"26ea44a05664c953dde927c5f347557d"	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3616"	"b9aa623ab11b445017b80c468cb38f9d"	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0
"3617"	"f869b13bacdce4b6511f021e11bbd35f"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3618"	"0a6bf2200dc14840bfd39be03ef8b2e6"	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3619"	"b257979e0ac07115616978dd84b4b2ae"	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0
"3620"	"9b7308a873b3e5053e6b543f88401c5a"	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0
"3621"	"43df978ef7e84ba536db25b5d219b768"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
"3622"	"012fb161bbdb946e9706be28ae0f6092"	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"3623"	"a231d3e4b0436238bbd949cdfe38b946"	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
"3624"	"a12b5c27296299745485747999a1156f"	0	0	0	2	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0
"3625"	"3661e137f59e8cfa896c3ce2c085a4c8"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	1	0
"3626"	"0f926ca610ad7fe877c5db3cf6adb49e"	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
"3627"	"0798e63f820cff09092565181a806a7b"	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0
"3628"	"b4059720e4a6de768dce3ce6037913ce"	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0
"3629"	"1ab2780b0f0f4a0f07f945eaec24c367"	2	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
"3630"	"e807770f9954f540956689fb20faf843"	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
"3631"	"539a9d19211acb3361b00dde6e02dfc1"	0	0	0	0	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
"3632"	"4c958571444bf96b169870e056e1498c"	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0
"3633"	"68c8c7e9932ac3d6c0e72df724f99e99"	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0
"3634"	"ec0c4e9b31aa7446a2a62c5a7a6b1b88"	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	3	0
"3635"	"50caf652012ee308285b233a8f0dd516"	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0
"3636"	"5894a9e395c115af91e1583ce389b895"	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3637"	"7dfa1f5e450513ff216b5ec7dcb8a81d"	0	0	0	0	0	1	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0
"3638"	"f5cb40d9a3b6f4da196c1c42d58c3902"	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3639"	"ff17cdc6b0b50e31c63cacd10fd6899e"	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0
"3640"	"f6f93cbd0515996de86e917f828cc4c4"	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"3641"	"9dcbc40fce564232429f5644556b0534"	4	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
"3642"	"f6584cecb0921fd4d2f7f0e89c82eac7"	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0
"3643"	"08c7df0c3776cd001c0439da2183e971"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0
"3644"	"b2b1b121d74822c6650472304c7361d4"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
"3645"	"573299849a3f67fb744d76c70ac6c39e"	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"3646"	"5a6d03f40fe2d13c9cecc07a8d50e336"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
"3647"	"edfb097d79e3330fbbd3938f4016cdb2"	0	0	1	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
"3648"	"e12509ee7833533731e7d5279b1d2a2c"	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3649"	"28f1734d27ba8889cae6b13309e8ca8f"	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0
"3650"	"4e65d3e2608547e4150ba91e5b5010cc"	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
"3651"	"0016df13f03d6c53438d0002bb2b925f"	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
"3652"	"dd2f90ecbb69bd9708854f1814472961"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
"3653"	"2e1db81204cf210330d162c1cf91c129"	2	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
"3654"	"2d1fd640e3bddb9a76bb5aaaa31ab834"	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
